Ссылка,Название,Описание,Метро,Дальность от метро,Адрес,Стоимость,Стоимость за метр
https://www.cian.ru/sale/flat/306783471/,"2-комн. квартира, 178,6 м², 3/5 этаж",Секция 1 • Сдан,Смоленская,6 минут пешком,"Москва, ЦАО, р-н Арбат, м. Смоленская, улица Арбат, 39",150 400 000 ₽,842 105 ₽/м²
https://www.cian.ru/sale/flat/309516529/,"Готова к въезду, в центре Москвы","2-комн. квартира, 57 м², 3/8 этаж",Пушкинская,2 минуты пешком,"Москва, ЦАО, р-н Тверской, м. Пушкинская, Тверская улица, 17",47 250 000 ₽,828 947 ₽/м²
https://www.cian.ru/sale/flat/308399369/,"2-комн. квартира, 75,79 м², 5/11 этаж",Секция 1 • Сдача корпуса 4 кв. 2024,Фили,8 минут пешком,"Москва, ЗАО, р-н Филевский парк, м. Фили, Фили Сити ЖК",56 842 500 ₽,750 000 ₽/м²
https://www.cian.ru/sale/flat/311033210/,Идеально под аренду,"2-комн. апартаменты, 62 м², 11/79 этаж",Информация отсутствует,4 минуты пешком,"Москва, ЦАО, р-н Пресненский, м. Москва-Сити, 1-й Красногвардейский проезд, 22с2",50 000 000 ₽,806 452 ₽/м²
https://www.cian.ru/sale/flat/310752969/,"2-комн. квартира, 76,2 м², 13/50 этаж",Секция 1 • Сдача корпуса 2 кв. 2027,Информация отсутствует,11 минут пешком,"Москва, ЗАО, р-н Раменки, м. Мичуринский проспект, Кинематографический кв-л",34 594 800 ₽,454 000 ₽/м²
https://www.cian.ru/sale/flat/310641949/,Новый дизайнерский ремонт,"2-комн. квартира, 58,4 м², 12/23 этаж",Терехово ,5 минут на транспорте,"Москва, СЗАО, р-н Хорошево-Мневники, м. Терехово , улица Нижние Мневники, 16к1",37 200 000 ₽,636 986 ₽/м²
https://www.cian.ru/sale/flat/308070879/,"2-комн. квартира, 58,1 м², 13/24 этаж",Секция 1 • Сдан,Технопарк,5 минут пешком,"Москва, ЮАО, р-н Нагатинский затон, м. Технопарк, проспект Андропова, 9/1к2",29 152 640 ₽,501 767 ₽/м²
https://www.cian.ru/sale/flat/307405817/,Реальное предложение!,"2-комн. апартаменты, 84 м², 32/78 этаж",Информация отсутствует,6 минут пешком,"Москва, ЦАО, р-н Пресненский, м. Москва-Сити, 1-й Красногвардейский проезд, 22с2",46 000 000 ₽,547 619 ₽/м²
https://www.cian.ru/sale/flat/302722354/,"2-комн. апартаменты, 46,8 м², 2/16 этаж",Секция 1 • Сдача корпуса 2 кв. 2025,Тульская,6 минут пешком,"Москва, ЮАО, р-н Даниловский, м. Тульская, улица Серпуховский Вал",24 943 792 ₽,532 987 ₽/м²
https://www.cian.ru/sale/flat/306509264/,Срочная продажа,"2-комн. квартира, 69 м², 2/39 этаж",Информация отсутствует,8 минут пешком,"Москва, ЗАО, р-н Раменки, м. Аминьевская, улица Лобачевского, 120к1",48 000 000 ₽,695 652 ₽/м²
https://www.cian.ru/sale/flat/304841949/,Квартира премиум-класса в ЗАО,"2-комн. квартира, 62,2 м², 3/34 этаж • Секция Башня 2",Парк Победы,17 минут пешком,"Москва, ЗАО, р-н Раменки, м. Парк Победы, проезд 4-й Сетуньский, 10Ас2",40 243 400 ₽,647 000 ₽/м²
https://www.cian.ru/sale/flat/306652887/,Идеально под аренду,"2-комн. апартаменты, 92 м², 9/68 этаж",Информация отсутствует,4 минуты пешком,"Москва, ЦАО, р-н Пресненский, м. Москва-Сити, 1-й Красногвардейский проезд, 22с1",105 000 000 ₽,1 141 304 ₽/м²
https://www.cian.ru/sale/flat/301551567/,"2-комн. квартира, 59,1 м², 13/34 этаж",Секция 1 • Сдача корпуса 1 кв. 2028,Беломорская,16 минут пешком,"Москва, САО, р-н Левобережный, м. Беломорская, Ленинградское шоссе",25 111 590 ₽,424 900 ₽/м²
https://www.cian.ru/sale/flat/305738210/,С видами на Москву-реку,"2-комн. апартаменты, 71,8 м², 18/79 этаж",Информация отсутствует,4 минуты пешком,"Москва, ЦАО, р-н Пресненский, м. Москва-Сити, 1-й Красногвардейский проезд, 22с2",49 500 000 ₽,689 415 ₽/м²
https://www.cian.ru/sale/flat/308968775/,"2-комн. квартира, 88 м², 3/9 этаж",Секция 4 • Сдача корпуса 4 кв. 2026,Спортивная,12 минут пешком,"Москва, ЦАО, р-н Хамовники, м. Спортивная, 531-й кв-л, Дом 22 ЖК",146 748 800 ₽,1 667 600 ₽/м²
https://www.cian.ru/sale/flat/299655879/,Неповторимые закаты!,"2-комн. квартира, 46 м², 14/24 этаж",Матвеевская,18 минут пешком,"Москва, ЗАО, р-н Очаково-Матвеевское, м. Матвеевская, Нежинская улица, 5к2",31 000 000 ₽,673 913 ₽/м²
https://www.cian.ru/sale/flat/308907057/,Лучшее предложение! Звони!,"2-комн. квартира, 64,76 м², 5/21 этаж",Улица 1905 года,7 минут пешком,"Москва, ЦАО, р-н Пресненский, м. Улица 1905 года, улица Костикова, 4к1",67 490 000 ₽,1 042 156 ₽/м²
https://www.cian.ru/sale/flat/310947426/,"2-комн. квартира, 60,6 м², 12/28 этаж",Секция 1 • Сдача корпуса 4 кв. 2027,Павелецкая,17 минут пешком,"Москва, ЮАО, р-н Даниловский, м. Павелецкая, Павелецкая Сити ЖК",24 973 260 ₽,412 100 ₽/м²
https://www.cian.ru/sale/flat/301260611/,"2-комн. квартира, 40,5 м², 6/27 этаж",Секция 1 • Сдача корпуса 3 кв. 2026,Павелецкая,6 минут на транспорте,"Москва, ЮАО, р-н Даниловский, м. Крестьянская застава, Эра ЖК, 1",26 745 125 ₽,660 373 ₽/м²
https://www.cian.ru/sale/flat/298050415/,С видом на город,"2-комн. квартира, 83 м², 11/13 этаж",Лужники,12 минут пешком,"Москва, ЦАО, р-н Хамовники, м. Спортивная, улица Усачева, 15А",119 178 839 ₽,1 435 890 ₽/м²
https://www.cian.ru/sale/flat/309724273/,Светлая с мебелью и техникой!,"2-комн. квартира, 44 м², 6/9 этаж",Отрадное,17 минут пешком,"Москва, СВАО, р-н Отрадное, м. Отрадное, Отрадная улица, 18",14 300 000 ₽,325 000 ₽/м²
https://www.cian.ru/sale/flat/307962059/,"2-комн. квартира, 39,52 м², 2/27 этаж",Секция 1 • Сдача корпуса 1 кв. 2027,Трикотажная,6 минут пешком,"Москва, СЗАО, р-н Покровское-Стрешнево, м. Трикотажная, Волоколамское шоссе, 95/1к11",13 822 134 ₽,349 750 ₽/м²
https://www.cian.ru/sale/flat/307822693/,"Лучшее предложение, видовая","2-комн. квартира, 66,4 м², 9/18 этаж",Воробьёвы горы,12 минут пешком,"Москва, ЦАО, р-н Хамовники, м. Воробьёвы горы, Коллекция Лужники ЖК",67 000 000 ₽,1 009 036 ₽/м²
https://www.cian.ru/sale/flat/310433013/,Самая выгодная цена в районе!,"2-комн. квартира, 65 м², 7/9 этаж",Информация отсутствует,4 минуты пешком,"Москва, ЦАО, р-н Басманный, м. Курская, улица Земляной Вал, 21/2С1",36 000 000 ₽,553 846 ₽/м²
https://www.cian.ru/sale/flat/306064924/,"2-комн. кв., 48.3 м2 с отделкой","2-комн. квартира, 48,3 м², 19/27 этаж • Секция 3",Октябрьское поле,5 минут на транспорте,"Москва, СЗАО, р-н Щукино, м. Щукинская, Октябрьское Поле ЖК",21 453 314 ₽,444 168 ₽/м²
https://www.cian.ru/sale/flat/311233676/,Дизайнерская двушка у метро,"2-комн. квартира, 46,2 м², 3/12 этаж",Водный стадион,11 минут пешком,"Москва, САО, р-н Головинский, м. Водный стадион, Авангардная улица, 12",18 500 000 ₽,400 433 ₽/м²
https://www.cian.ru/sale/flat/311245222/,Готова для проживания!,"2-комн. квартира, 39,7 м², 14/25 этаж",Рассказовка,7 минут на транспорте,"Москва, НАО (Новомосковский), м. Рассказовка, Московский г., улица Москвитина, 5к4",10 490 000 ₽,264 232 ₽/м²
https://www.cian.ru/sale/flat/308640087/,"2-комн. квартира, 75,9 м², 3/11 этаж",Секция 1 • Сдача корпуса 4 кв. 2025,Павелецкая,16 минут пешком,"Москва, ЮАО, р-н Даниловский, м. Павелецкая, Опус ЖК",69 798 626 ₽,919 613 ₽/м²
https://www.cian.ru/sale/flat/309811504/,Лучшее предложение в Дорогмилово!,"2-комн. квартира, 56,6 м², 6/8 этаж",Киевская,8 минут пешком,"Москва, ЗАО, р-н Дорогомилово, м. Киевская, Большая Дорогомиловская улица, 5",37 800 000 ₽,667 845 ₽/м²
